population,time,method,sliced_wasserstein,gene_0_w,gene_1_w,gene_2_w,gene_3_w
pop_4,1.5,gaussian,0.24262172145385516,0.0878094143446834,0.15253007916104463,0.44767997219085465,0.09140481895142602
pop_4,1.5,kde,0.24014494067196027,0.08752637375574174,0.1304447955856302,0.44680453599486114,0.08238992294005337
pop_4,2.0,destructive,0.011559845997922247,0.005996079387409462,0.008170611514807274,0.011064584448949453,0.008524852091557109
pop_4,2.0,gaussian,0.21263624976002346,0.14250249337564097,0.14742689860775568,0.3554503857817848,0.126275541886857
pop_4,2.0,kde,0.21068758972278387,0.1478286982936462,0.16013445494295228,0.33847579454407806,0.13681234190111968
pop_4,2.5,destructive,0.012327855640116177,0.008988999547769256,0.008821687872591622,0.011044760405305803,0.0072675792587156346
pop_4,2.5,gaussian,0.23044038594420316,0.31787813884897853,0.14416534218658283,0.05540388440506192,0.26410340847773156
pop_4,2.5,kde,0.2293085126097771,0.3190907556600824,0.14403531647241538,0.046054837949256036,0.2600599306006607
pop_4,3.0,destructive,0.010626993291308067,0.007351517333935111,0.009046355930311358,0.00939905418553496,0.0054471547539376025
pop_4,3.0,gaussian,0.2364973044920733,0.3156905666707992,0.14667992284570078,0.10736028918516119,0.26366174433271083
pop_4,3.0,kde,0.23852267807795777,0.31514402017711146,0.14769084844165037,0.12326711123550524,0.2615874438855205
pop_4,3.5,destructive,0.014189221360600699,0.008133817574543088,0.013496406316228438,0.013316396560271185,0.008510040290167081
pop_4,3.5,gaussian,0.19715047310161085,0.2646061603842801,0.14970015569763312,0.01789087050290132,0.22168517334847487
pop_4,3.5,kde,0.1958757609158892,0.2625309822074806,0.1462641554571455,0.03887147193248517,0.21787516911660712
pop_4,4.0,destructive,0.012456594205525981,0.009392871990314867,0.00891626329748096,0.009538055461961382,0.0052871606365224675
pop_4,4.0,gaussian,0.16341553333726966,0.2041038801003423,0.14077974098976775,0.11617249729817641,0.16507108349438585
pop_4,4.0,kde,0.17010087674992733,0.20834268984572876,0.14162299050635113,0.09275533680357498,0.19333756958383425
